OverTime,Age,MonthlyIncome,TotalWorkingYears,JobSatisfaction,YearsAtCompany,EnvironmentSatisfaction,WorkLifeBalance,JobLevel,RelationshipSatisfaction,DistanceFromHome,YearsInCurrentRole,MaritalStatus,YearsWithCurrManager,NumCompaniesWorked,StockOptionLevel,DailyRate,JobInvolvement,YearsSinceLastPromotion,JobRole,HourlyRate,PercentSalaryHike,MonthlyRate,TrainingTimesLastYear,EducationField,Education,Gender,cat_BusinessTravel,ord_Department,BusinessTravel,Department,PerformanceRating
0,37,3034,18,1,18,4,2,1,3,14,7,0,17,1,1,1107,3,12,2,95,12,26914,2,1,3,0,1.0,2.0,2,1,3
0,40,5715,8,2,5,4,3,2,3,2,4,0,3,7,2,759,3,1,7,46,12,22553,5,2,2,0,1.0,1.0,2,2,3
0,42,2576,8,1,5,2,3,1,2,1,2,0,2,3,1,201,3,1,2,95,16,20490,5,1,4,0,1.0,2.0,2,1,3
1,37,4197,18,2,1,3,2,2,4,10,0,2,1,2,0,1305,3,0,4,49,12,21123,2,1,4,1,1.0,2.0,2,1,3
0,43,14336,25,2,25,1,3,4,3,12,10,0,9,1,1,982,2,3,5,59,11,4345,3,1,3,1,1.0,2.0,2,1,3
0,40,3448,20,3,1,2,3,2,2,2,0,1,0,6,1,555,2,0,2,78,22,13436,3,3,3,0,1.0,2.0,2,1,4
0,54,19406,24,1,4,1,2,5,3,5,2,1,2,4,1,821,3,1,5,86,11,8509,4,3,2,1,1.0,2.0,2,1,3
0,34,6538,6,3,3,3,3,2,1,4,2,1,2,9,1,1381,3,1,7,72,15,12740,3,2,4,0,3.0,1.0,0,2,3
0,31,4306,13,1,13,2,1,2,2,7,10,1,12,1,1,480,3,3,4,31,12,4156,5,3,2,0,1.0,2.0,2,1,3
0,43,2258,8,4,3,4,3,1,1,21,2,1,2,7,1,313,3,1,2,61,20,15238,1,3,3,1,2.0,2.0,1,1,4
1,43,4522,8,3,5,3,3,2,4,8,2,0,2,4,0,1473,3,0,0,74,14,2227,3,4,4,0,1.0,2.0,2,1,3
1,25,4487,5,4,5,2,3,2,2,4,4,2,3,1,0,891,2,1,7,99,11,12090,3,1,2,0,1.0,1.0,2,2,3
1,37,4449,15,3,13,2,3,2,1,25,11,1,7,3,2,1063,3,10,6,72,15,23866,2,3,5,0,3.0,2.0,0,1,3
0,31,2218,4,1,4,4,3,1,3,1,2,1,2,1,1,329,2,3,2,98,12,16193,3,1,2,1,1.0,2.0,2,1,3
1,39,19197,21,3,21,2,3,5,3,1,8,0,6,1,1,1218,3,1,3,52,14,8213,3,1,1,1,2.0,2.0,1,1,3
0,56,13212,36,1,7,3,2,4,4,6,7,1,7,9,3,906,4,7,7,86,11,18256,0,1,3,0,2.0,1.0,1,2,3
0,30,6577,6,3,5,2,3,2,2,12,4,2,4,0,0,1082,3,4,7,83,11,19558,6,5,3,0,1.0,1.0,2,2,3
0,41,8392,10,1,10,2,3,3,3,1,7,1,7,1,1,645,4,0,7,49,16,19566,2,2,3,1,1.0,1.0,2,2,3
0,28,4558,10,1,10,3,3,2,4,17,0,0,8,1,1,1300,3,1,2,79,12,13535,2,3,2,1,1.0,2.0,2,1,3
0,25,4031,6,1,2,1,3,1,3,3,2,1,2,5,1,688,3,0,2,91,13,9396,5,3,3,1,1.0,2.0,2,1,3
1,52,7969,28,3,5,4,3,3,3,3,4,1,4,2,0,319,2,0,4,39,14,19609,4,3,3,1,1.0,2.0,2,1,3
0,45,2654,8,4,2,1,2,1,4,10,2,1,2,3,2,192,3,0,6,69,21,9655,3,1,2,1,1.0,2.0,2,1,4
0,52,16555,31,4,5,4,1,4,4,4,2,1,4,2,0,1490,3,1,3,30,13,10310,2,1,2,0,1.0,2.0,2,1,3
0,42,4556,19,3,5,1,3,2,2,29,4,0,2,2,1,532,3,0,6,92,11,12932,3,1,2,0,2.0,2.0,1,1,3
0,30,6091,11,4,5,3,3,2,3,2,4,2,2,2,0,317,1,0,4,43,20,24793,2,1,3,0,1.0,2.0,2,1,4
0,60,19566,33,1,29,1,1,5,4,7,8,1,10,5,0,422,3,11,3,41,11,3854,5,1,3,0,1.0,2.0,2,1,3
0,46,4810,19,3,10,3,2,2,3,18,7,0,8,2,1,1485,3,0,4,87,14,26314,5,3,3,0,1.0,2.0,2,1,3
0,42,4523,7,4,6,4,4,2,4,28,5,1,4,0,3,1368,2,0,0,88,11,4386,4,5,4,0,2.0,2.0,1,1,3
1,24,3202,6,2,5,1,3,1,2,1,3,2,4,1,0,1448,3,1,8,62,16,21972,4,5,1,0,1.0,1.0,2,2,3
0,34,2351,3,3,2,4,2,1,4,6,2,0,0,0,1,296,1,1,8,33,16,12253,3,2,2,0,2.0,1.0,1,2,3
1,38,1702,1,4,1,4,3,1,3,2,0,1,0,1,1,1490,3,0,2,42,23,12106,3,1,2,1,2.0,2.0,1,1,4
0,40,18041,21,3,20,3,3,5,4,2,15,1,12,0,0,1398,3,1,3,79,14,13022,2,1,4,0,1.0,1.0,2,2,3
0,26,2886,3,4,3,1,1,1,2,23,2,0,2,1,2,1349,3,0,6,90,22,3032,3,1,3,0,1.0,2.0,2,1,4
0,30,2097,9,4,5,3,1,1,3,3,3,1,4,4,1,1400,3,1,2,53,15,16734,3,1,3,1,3.0,2.0,0,1,3
0,29,11935,10,3,10,2,3,3,3,3,2,1,7,1,0,986,2,0,5,93,18,21526,2,3,4,1,1.0,2.0,2,1,3
0,29,2546,6,2,2,3,4,1,2,25,2,1,1,5,0,408,2,1,6,71,16,18300,2,5,5,0,1.0,2.0,2,1,3
0,19,2564,1,4,1,1,4,1,3,2,0,2,0,1,0,489,2,0,1,52,12,18437,3,5,2,1,1.0,3.0,2,0,3
0,30,8412,10,1,9,3,3,3,3,22,8,1,8,0,0,1398,3,7,7,69,11,2890,3,4,4,0,3.0,1.0,0,2,3
0,57,14118,32,4,1,1,2,4,3,29,0,0,0,3,1,210,2,0,3,56,12,22102,3,2,3,1,1.0,1.0,2,2,3
0,50,17046,28,3,27,2,3,4,2,29,10,1,7,0,1,1099,2,15,3,88,15,9314,2,1,4,1,1.0,2.0,2,1,3
0,30,2564,12,4,11,3,2,1,3,2,7,2,7,0,0,1116,3,6,2,49,14,7181,2,3,3,0,3.0,2.0,0,1,3
0,60,10266,22,1,18,3,4,3,4,28,13,1,11,4,0,1499,2,13,7,80,19,2845,5,2,3,0,2.0,1.0,1,2,3
0,47,5070,20,4,5,1,3,2,3,2,0,0,4,5,3,983,3,0,4,65,13,7389,2,3,2,0,1.0,2.0,2,1,3
0,46,17861,26,3,3,1,1,4,3,2,2,1,1,6,0,1009,3,0,5,51,13,2288,2,1,3,1,1.0,2.0,2,1,3
0,35,4230,6,3,5,4,3,1,3,22,4,2,3,0,0,144,1,4,2,46,15,19225,2,1,3,1,1.0,2.0,2,1,3
0,54,3780,19,3,1,3,3,2,3,8,0,2,0,7,0,548,3,0,2,42,11,23428,3,1,4,0,1.0,2.0,2,1,3
0,34,2768,14,3,7,4,3,1,3,2,3,0,7,3,1,1303,2,5,6,62,12,8416,3,1,4,1,1.0,2.0,2,1,3
1,46,9071,15,4,3,3,3,3,3,10,2,1,2,2,1,1125,2,1,7,94,19,11563,3,2,3,0,1.0,1.0,2,2,3
0,31,10648,13,2,13,3,4,3,4,9,8,0,8,1,1,1274,3,0,4,33,25,14394,6,1,1,1,1.0,2.0,2,1,4
1,33,13610,15,3,7,2,4,3,4,15,6,1,7,7,0,1277,3,7,3,56,12,24619,2,3,1,1,1.0,2.0,2,1,3
0,33,3408,8,4,4,1,3,1,1,10,3,0,3,7,3,587,1,1,2,38,13,6705,2,3,1,1,1.0,2.0,2,1,3
0,30,2983,4,2,3,4,3,1,1,7,2,2,2,0,0,413,3,1,8,57,14,18398,3,2,1,1,1.0,1.0,2,2,3
1,35,7632,10,3,8,4,3,3,3,16,7,1,0,4,0,1276,3,0,0,72,12,14295,2,1,3,1,1.0,2.0,2,1,3
0,31,9824,12,3,1,1,3,3,1,20,0,1,0,3,0,534,3,0,0,66,12,22908,2,1,3,1,2.0,2.0,1,1,3
1,34,9950,11,1,3,2,3,3,3,23,2,0,2,9,3,988,3,0,1,43,15,11533,2,0,3,0,2.0,3.0,1,0,3
0,42,2093,8,3,2,2,3,1,4,5,2,1,0,4,1,1474,3,2,2,97,17,9260,4,4,2,1,2.0,2.0,1,1,3
0,36,9980,10,4,10,2,2,3,4,10,3,2,7,1,0,635,3,9,7,32,14,15318,3,3,4,1,3.0,1.0,0,2,3
0,22,3894,4,3,2,3,3,1,3,4,2,2,2,5,0,1368,2,1,2,99,16,9129,3,5,1,1,2.0,2.0,1,1,3
0,48,4051,14,4,9,2,3,2,1,2,7,1,7,2,1,163,3,6,7,37,14,19658,2,2,5,0,1.0,1.0,2,2,3
0,55,16835,37,2,10,1,3,4,4,18,9,2,7,3,0,1117,3,7,3,83,23,9873,2,1,5,0,1.0,1.0,2,2,4
0,41,6230,16,4,14,4,3,2,4,10,3,2,10,7,0,267,3,1,7,56,14,13430,3,1,2,1,3.0,1.0,0,2,3
0,35,4717,15,3,11,2,3,2,3,1,9,1,9,9,0,619,3,6,7,85,11,18659,2,2,3,1,1.0,1.0,2,2,3
0,40,13237,22,3,20,2,3,4,3,6,6,2,13,7,0,302,3,5,4,75,15,20364,3,1,3,0,1.0,2.0,2,1,3
0,39,3755,8,3,8,3,3,1,1,8,3,1,7,1,1,443,3,0,2,48,11,17872,3,1,1,0,2.0,2.0,1,1,3
1,31,6582,10,4,6,2,4,2,3,2,5,2,5,4,0,828,3,0,7,77,13,8346,2,1,1,1,1.0,1.0,2,2,3
1,42,7406,10,1,10,4,2,3,4,24,9,1,8,1,1,319,3,5,4,56,21,6950,5,3,3,1,1.0,2.0,2,1,4
0,45,4805,9,2,8,4,4,2,2,2,7,1,7,0,1,561,3,3,7,61,19,16177,3,4,3,1,1.0,1.0,2,2,3
1,26,2741,8,3,7,2,2,1,2,17,7,0,0,0,1,426,3,1,1,58,11,22808,2,1,4,0,2.0,3.0,1,0,3
0,29,4262,8,4,3,4,4,2,2,19,2,0,2,4,2,232,3,1,4,34,12,22645,2,5,3,1,1.0,2.0,2,1,3
0,33,16184,10,3,6,1,3,4,3,1,1,0,5,4,1,922,4,0,5,95,19,22578,2,3,5,0,1.0,2.0,2,1,3
0,31,11557,10,4,5,3,2,3,3,7,4,0,1,9,1,688,2,0,3,44,21,25291,3,1,3,1,1.0,1.0,2,2,4
1,18,1878,0,2,0,2,3,1,4,5,0,2,0,1,0,1306,3,0,8,69,14,8059,3,2,3,1,2.0,1.0,1,2,3
0,40,10932,20,1,1,3,3,3,3,28,0,0,1,3,1,1094,1,0,7,58,15,11373,2,4,3,1,3.0,1.0,0,2,3
1,41,6811,10,3,8,1,3,2,1,2,7,2,7,2,0,509,2,0,0,62,17,2112,3,4,4,0,3.0,2.0,0,1,3
0,26,4306,8,3,0,1,3,2,1,29,0,0,0,5,2,775,3,0,7,45,12,4267,5,3,2,1,1.0,1.0,2,2,3
0,35,4859,5,3,5,1,3,2,4,1,4,2,3,1,0,195,3,0,7,80,16,6698,3,3,3,0,1.0,1.0,2,2,3
0,34,5337,10,4,10,4,3,2,4,21,7,2,7,1,0,258,4,5,7,74,12,19921,3,1,4,1,1.0,1.0,2,2,3
1,26,2340,1,4,1,3,1,1,2,24,0,2,0,1,0,471,1,0,2,66,18,23213,3,5,3,1,1.0,2.0,2,1,3
0,37,7491,12,4,6,2,4,3,4,1,5,2,2,4,0,799,3,1,4,59,17,23848,3,5,3,0,1.0,2.0,2,1,3
0,46,10527,28,3,2,1,2,3,4,18,2,1,2,5,0,1034,3,1,0,86,11,8984,3,3,1,0,2.0,2.0,1,1,3
0,41,16595,22,1,18,2,3,4,2,2,16,1,8,7,1,1276,3,11,3,91,16,5626,2,1,5,0,1.0,1.0,2,2,3
0,37,8834,9,2,9,1,3,3,4,9,5,0,7,1,1,142,3,7,7,69,13,24666,6,3,4,1,3.0,1.0,0,2,3
1,52,5577,18,1,10,4,3,2,2,6,9,0,9,3,2,956,3,6,6,78,12,22087,3,5,2,1,1.0,2.0,2,1,3
0,32,4707,6,3,4,4,3,2,4,11,2,1,2,8,0,1474,4,1,7,60,12,23914,2,4,4,1,3.0,1.0,0,2,3
0,24,2400,3,4,2,4,3,1,3,24,2,1,1,0,2,535,3,2,8,38,13,5530,3,3,3,1,2.0,1.0,1,2,3
0,38,9824,18,3,1,3,3,2,3,10,0,1,0,3,1,1495,3,0,0,76,19,22174,4,3,3,0,1.0,2.0,2,1,3
0,37,6447,8,2,6,2,2,2,2,1,5,1,3,6,1,446,3,4,4,65,12,15701,2,1,4,0,1.0,2.0,2,1,3
1,49,19502,31,3,31,4,3,5,3,18,9,0,9,1,1,1245,2,0,5,58,17,2125,5,1,4,1,1.0,2.0,2,1,3
1,24,2725,6,4,6,2,3,1,2,23,5,1,4,1,2,691,4,1,6,89,11,21630,3,3,3,1,1.0,2.0,2,1,3
0,26,6272,6,2,5,1,4,2,4,28,3,1,4,1,2,703,3,1,7,66,20,7428,5,2,2,1,1.0,1.0,2,2,4
0,24,2127,1,2,1,4,3,1,4,17,0,1,0,1,1,823,2,0,2,94,21,9100,2,4,2,1,1.0,2.0,2,1,4
0,50,18200,32,2,32,1,3,5,3,3,5,1,7,1,1,1246,3,10,3,99,11,7999,2,3,3,1,2.0,3.0,1,0,3
0,25,2096,7,3,7,2,3,1,3,13,4,1,6,1,0,622,3,0,8,40,11,26376,1,3,1,1,1.0,1.0,2,2,3
1,24,2886,6,3,6,1,3,1,4,7,3,1,2,1,1,1287,3,1,2,55,16,14168,4,1,3,0,2.0,2.0,1,1,3
0,30,2033,1,1,1,2,4,1,3,12,0,1,0,1,1,448,2,0,8,74,18,14470,2,1,4,1,2.0,1.0,1,2,3
1,34,3622,6,4,6,2,3,1,4,1,5,1,3,1,1,254,2,1,6,83,13,22794,3,1,2,1,1.0,2.0,2,1,3
0,31,4233,9,1,3,2,1,2,3,13,1,0,2,2,0,1365,3,1,7,46,17,11512,2,3,4,1,1.0,1.0,2,2,3
0,35,3681,9,4,3,1,3,2,4,25,2,2,2,4,0,538,2,0,2,54,14,14004,3,4,2,1,1.0,2.0,2,1,3
0,31,5460,13,4,7,1,4,2,4,6,7,0,7,4,2,525,4,5,7,66,22,6219,4,3,4,1,1.0,1.0,2,2,4
0,27,2187,6,3,5,1,2,1,3,6,3,0,3,0,2,798,2,0,6,66,12,5013,5,3,4,0,1.0,2.0,2,1,3
1,37,9602,17,3,3,4,2,2,3,2,0,1,0,4,1,558,3,1,7,75,11,3010,3,2,3,1,1.0,1.0,2,2,3
0,20,2836,1,2,1,4,4,1,4,1,0,2,0,1,0,959,2,0,6,83,13,11757,0,1,3,0,1.0,2.0,2,1,3
0,42,4089,10,4,10,3,3,2,2,2,2,1,2,1,2,622,3,2,0,81,13,5718,4,1,4,0,1.0,2.0,2,1,3
1,43,16627,21,4,1,2,2,4,3,6,0,0,0,4,1,782,2,0,5,50,14,2671,3,4,4,1,1.0,2.0,2,1,3
0,38,2619,8,1,0,3,2,1,4,1,0,2,0,3,0,362,3,0,6,43,17,14561,3,1,1,0,1.0,2.0,2,1,3
1,43,5679,10,3,8,4,3,2,2,9,7,0,7,3,1,1001,3,4,2,72,13,19627,3,3,5,1,2.0,2.0,1,1,3
0,48,15402,21,1,3,4,1,4,1,1,2,1,2,7,1,1236,2,0,3,40,11,17997,3,1,4,0,1.0,2.0,2,1,3
0,44,5985,10,3,2,1,4,2,2,1,2,2,2,4,0,1112,2,0,1,50,11,26894,1,1,4,0,1.0,3.0,2,0,3
1,34,2579,8,3,8,3,3,1,4,14,2,0,6,1,2,204,3,0,8,31,18,2912,3,5,3,0,1.0,1.0,2,2,3
0,27,3041,5,1,4,3,3,1,2,2,3,0,2,0,1,1420,3,0,8,85,11,16346,3,2,1,1,1.0,1.0,2,2,3
0,21,3447,3,3,3,3,3,1,3,22,2,2,2,1,0,1343,3,1,8,49,11,24444,2,5,1,1,1.0,1.0,2,2,3
1,44,19513,26,4,2,4,4,5,1,3,2,1,1,4,1,1315,3,0,3,35,12,9358,2,4,4,1,1.0,2.0,2,1,3
0,22,2773,3,3,2,1,3,1,4,6,2,1,2,0,0,604,3,2,6,69,20,12145,3,3,1,1,1.0,2.0,2,1,4
0,33,7104,6,3,5,3,3,2,4,8,0,0,2,0,0,1216,3,1,7,39,12,20431,3,2,4,1,1.0,1.0,2,2,3
1,32,6322,6,4,6,1,2,2,4,9,4,1,5,1,1,646,3,0,6,92,12,18089,2,1,4,0,1.0,2.0,2,1,3
0,30,2083,1,3,1,3,3,1,3,3,0,0,0,1,1,160,3,0,6,71,20,22653,2,3,3,0,2.0,2.0,1,1,4
0,53,8381,18,1,14,4,4,2,4,1,7,2,10,7,0,238,3,8,7,34,20,7507,2,3,1,0,1.0,1.0,2,2,4
0,34,2691,10,4,10,2,2,1,4,1,9,1,8,1,1,1397,3,8,6,42,12,7660,4,1,5,1,1.0,2.0,2,1,3
0,45,4286,5,1,1,1,3,2,4,26,1,1,0,2,2,306,3,0,7,100,14,5630,4,1,4,0,2.0,1.0,1,2,3
1,26,2659,3,4,3,3,3,1,3,6,2,1,2,1,1,991,3,0,2,71,13,17759,2,1,3,0,1.0,2.0,2,1,3
0,37,9434,10,3,10,3,3,3,3,3,7,1,8,1,1,482,3,7,4,36,15,9606,2,4,3,1,1.0,2.0,2,1,3
0,29,5561,6,3,6,2,2,2,1,3,0,1,2,1,1,1176,3,1,7,62,14,3487,5,3,2,0,1.0,1.0,2,2,3
0,35,6646,17,4,17,2,3,2,2,6,11,2,8,1,0,1017,1,11,6,82,13,19368,3,1,4,1,1.0,2.0,2,1,3
0,33,7725,15,4,13,3,1,2,3,6,11,0,7,3,1,1296,3,4,0,30,23,5335,2,1,3,1,2.0,2.0,1,1,4
0,54,10725,16,2,9,3,4,3,3,19,7,1,1,2,1,397,3,7,1,88,15,6729,1,3,4,1,1.0,3.0,2,0,3
1,36,8847,13,2,3,2,3,2,3,9,2,0,2,2,1,913,2,0,4,48,11,13934,2,3,2,1,1.0,2.0,2,1,3
0,27,2045,5,4,4,1,3,1,4,3,2,2,1,0,0,1115,2,1,6,54,13,15174,0,3,4,1,1.0,2.0,2,1,3
1,20,1009,1,3,1,4,3,1,4,10,0,2,1,1,0,1362,3,1,6,32,11,26999,5,3,1,1,1.0,2.0,2,1,3
1,33,3348,10,1,10,1,3,1,1,3,8,2,7,1,0,1076,3,9,6,70,11,3164,3,1,3,1,2.0,2.0,1,1,3
0,35,1281,1,3,1,3,3,1,3,3,0,1,0,1,2,727,2,0,2,41,18,16900,3,1,3,1,3.0,2.0,0,1,3
0,23,2819,5,1,3,1,4,1,1,4,2,1,2,2,1,885,4,0,6,58,16,8544,3,3,3,1,1.0,2.0,2,1,3
0,25,4851,4,2,3,4,3,2,3,8,2,1,2,0,1,810,4,1,7,57,22,15678,4,1,3,1,1.0,1.0,2,2,4
0,38,4028,8,4,7,4,3,2,1,7,7,2,5,0,0,243,2,0,7,46,20,7791,2,2,4,0,1.0,1.0,2,2,4
0,29,2720,10,4,10,2,3,1,4,1,7,0,8,1,1,806,1,2,6,76,18,18959,5,1,4,1,2.0,2.0,1,1,3
0,48,8120,12,2,2,2,3,2,4,2,2,1,2,3,0,817,4,2,7,56,12,18597,3,2,1,1,1.0,1.0,2,2,3
1,27,4647,6,4,6,4,3,2,2,3,5,0,4,1,2,1410,4,0,7,71,20,16673,3,3,1,0,2.0,1.0,1,2,4
0,37,4680,4,4,1,4,3,1,1,10,0,2,0,3,0,1225,4,0,6,80,17,15232,2,1,2,1,1.0,2.0,2,1,3
1,50,3221,20,3,20,4,3,1,3,28,8,1,8,1,3,1207,4,3,2,74,11,3297,3,3,1,1,1.0,2.0,2,1,3
0,34,8621,9,2,8,4,4,3,2,9,7,2,7,1,0,1442,2,7,0,46,14,17654,3,3,3,0,1.0,2.0,2,1,3
0,24,4577,4,3,2,1,3,2,1,3,2,2,0,9,0,693,3,2,7,65,14,24785,3,1,2,0,1.0,1.0,2,2,3
0,39,4553,20,3,20,4,3,2,1,2,7,2,10,1,0,408,2,11,0,80,11,20978,4,5,4,0,1.0,2.0,2,1,3
0,32,5396,10,4,10,4,2,2,4,10,7,2,8,1,0,929,3,0,7,55,12,21703,2,2,3,1,1.0,1.0,2,2,3
1,50,6796,18,3,4,2,3,2,1,8,3,1,3,3,1,562,3,1,7,50,14,23452,4,5,2,1,2.0,1.0,1,2,3
0,38,7625,10,4,9,2,2,2,3,1,7,2,8,0,0,827,4,1,0,33,13,19383,4,1,4,0,1.0,2.0,2,1,3
0,27,7412,9,1,9,3,3,3,4,1,7,1,7,1,0,608,3,0,4,68,11,6009,3,1,2,0,1.0,2.0,2,1,3
0,32,11159,10,4,7,3,3,3,4,3,7,2,7,3,0,1018,3,7,5,39,15,19373,6,1,2,0,1.0,2.0,2,1,3
0,47,4960,20,1,7,4,3,2,4,14,7,2,7,2,0,703,3,1,7,42,12,11825,2,2,4,1,1.0,1.0,2,2,3
1,40,10475,20,1,18,4,3,3,3,5,13,1,12,5,1,580,2,1,7,48,21,23772,2,1,4,1,2.0,1.0,1,2,4
0,53,14814,32,3,5,3,3,4,3,7,1,1,3,3,0,970,4,1,5,59,19,13514,3,1,3,1,1.0,2.0,2,1,3
0,41,19141,23,4,21,2,2,5,2,10,6,0,6,3,3,427,2,12,3,73,15,8861,2,0,4,1,1.0,3.0,2,0,3
0,60,5405,10,1,2,1,3,2,4,16,2,2,2,8,0,1179,3,2,7,84,14,11924,1,2,4,1,1.0,1.0,2,2,3
0,27,8793,9,1,9,4,2,3,3,10,7,0,7,1,2,294,3,1,4,32,21,4809,4,1,2,1,2.0,2.0,1,1,4
0,41,19189,22,3,22,4,3,5,2,1,7,1,10,1,1,314,2,2,3,59,12,19562,3,0,3,1,1.0,3.0,2,0,3
0,50,3875,4,2,2,4,3,1,4,8,2,1,2,7,1,316,3,2,8,54,15,9983,2,2,4,1,1.0,1.0,2,2,3
1,28,2216,10,2,7,1,3,1,4,1,7,2,7,7,0,654,1,3,6,67,13,3872,4,1,2,0,1.0,2.0,2,1,3
0,36,11713,10,1,8,1,3,3,1,8,7,1,5,9,1,427,4,0,5,63,14,20335,2,1,3,0,3.0,2.0,0,1,3
1,38,7861,10,3,1,3,4,3,4,1,0,2,0,4,0,168,3,0,4,81,14,15397,4,1,3,0,1.0,2.0,2,1,3
0,44,3708,9,3,5,1,3,1,3,24,2,2,4,2,0,381,1,1,2,49,14,2104,5,3,3,1,3.0,2.0,0,1,3
1,47,13770,28,3,22,4,2,4,4,3,2,0,13,9,2,217,3,11,7,49,12,10225,2,3,3,0,2.0,1.0,1,2,3
0,30,5304,10,4,8,3,2,2,4,27,7,0,7,7,1,501,3,7,7,99,23,25275,2,2,5,1,1.0,1.0,2,2,4
0,29,2642,1,3,1,3,3,1,3,10,0,2,0,1,0,1396,3,0,8,99,11,2755,6,1,3,1,1.0,1.0,2,2,3
1,42,2759,7,3,2,3,3,1,4,19,2,0,2,6,0,933,4,2,6,57,12,20366,2,3,3,1,2.0,2.0,1,1,3
0,43,6804,7,4,2,4,3,2,3,15,2,1,2,3,1,775,2,2,7,47,18,23683,5,1,3,1,2.0,1.0,1,2,3
0,34,6142,10,3,5,2,3,2,4,8,1,2,3,3,0,970,3,4,0,96,11,7360,2,3,2,0,1.0,2.0,2,1,3
0,23,2500,5,1,4,2,4,1,4,9,3,1,2,1,1,650,3,0,2,37,14,4344,2,3,1,1,1.0,2.0,2,1,3
0,39,6389,12,2,8,3,1,2,3,3,3,1,6,9,1,141,4,3,1,44,15,18767,3,0,3,0,1.0,3.0,2,0,3
0,56,11103,30,4,10,3,2,4,3,9,7,1,1,7,0,832,3,1,0,81,11,20420,1,3,3,1,1.0,2.0,2,1,3
1,40,2342,5,4,4,4,2,1,4,2,2,2,3,0,0,804,2,2,6,86,20,22929,2,3,1,0,1.0,2.0,2,1,4
0,27,6811,9,1,7,4,1,2,1,7,6,2,7,8,0,975,2,0,0,55,19,23398,2,3,3,0,1.0,2.0,2,1,3
0,29,2297,2,2,2,4,3,1,4,10,2,0,2,1,2,1090,3,2,8,83,14,17967,2,2,3,1,1.0,1.0,2,2,3
0,53,2450,19,4,2,4,3,2,4,6,2,2,2,2,0,346,3,2,2,86,17,10919,4,1,3,1,1.0,2.0,2,1,3
0,35,5093,16,1,1,4,4,2,1,2,0,0,0,2,1,1225,3,0,0,61,11,4761,2,1,4,0,3.0,2.0,0,1,3
0,32,5309,10,4,10,1,3,2,4,24,8,1,7,1,2,430,3,4,2,80,15,21146,2,1,4,1,2.0,2.0,1,1,3
1,38,3057,6,3,1,4,1,1,2,2,0,1,1,6,1,268,3,0,6,92,13,20471,0,3,5,1,1.0,2.0,2,1,3
0,34,5121,7,1,0,2,3,2,3,8,0,0,0,3,1,167,3,0,4,32,14,4187,3,1,5,0,1.0,2.0,2,1,3
0,52,16856,34,1,34,3,4,4,1,3,6,1,16,1,0,621,2,1,3,31,11,10084,3,2,4,1,1.0,1.0,2,2,3
1,33,2686,10,4,10,4,2,1,3,1,9,2,8,1,0,527,3,7,6,63,13,5207,2,4,4,1,1.0,2.0,2,1,3
0,25,6180,6,4,6,3,2,2,2,26,5,2,4,1,0,883,3,1,7,32,23,22807,5,3,1,0,1.0,1.0,2,2,4
0,45,6632,9,3,8,2,3,2,1,2,7,2,1,0,0,954,1,3,8,46,13,12388,3,5,2,1,1.0,1.0,2,2,3
0,23,3505,2,3,2,1,3,1,4,10,2,2,2,1,0,310,4,0,6,79,18,19630,3,3,1,1,1.0,2.0,2,1,3
1,47,6397,8,3,5,2,3,2,4,27,4,2,3,4,0,719,4,1,7,77,12,10339,2,1,2,0,2.0,1.0,1,2,3
0,34,6274,6,4,6,4,3,2,3,2,5,2,4,1,0,304,3,1,7,60,22,18686,5,4,3,1,1.0,1.0,2,2,4
1,55,19859,24,1,5,4,3,5,4,2,2,1,4,5,1,725,3,1,3,78,13,21199,2,3,3,1,1.0,2.0,2,1,3
0,36,7587,10,1,10,1,3,3,2,8,7,2,9,1,0,1434,2,0,7,76,15,14229,1,1,4,1,3.0,1.0,0,2,3
0,52,4258,5,4,4,4,3,1,1,19,3,1,2,0,1,715,3,1,6,41,18,26589,3,3,4,1,3.0,2.0,0,1,3
0,26,4364,5,4,2,1,3,1,1,1,2,0,0,3,1,575,1,2,2,71,14,5288,2,1,2,0,2.0,2.0,1,1,3
0,29,4335,11,3,8,2,2,2,1,27,7,1,1,4,1,657,3,1,0,66,12,25549,3,3,3,0,1.0,2.0,2,1,3
0,26,5326,6,1,4,4,2,2,3,8,3,2,2,6,0,1146,2,1,7,38,17,3064,2,5,3,1,1.0,1.0,2,2,3
0,34,3280,10,4,4,2,3,1,3,1,2,2,3,2,0,182,4,1,6,72,16,13551,2,1,4,0,1.0,2.0,2,1,3
1,54,5485,9,1,5,4,3,2,2,19,3,0,4,9,2,376,3,1,4,95,11,22670,4,3,4,0,1.0,2.0,2,1,3
0,27,4342,5,4,4,3,3,2,2,8,2,1,1,0,1,829,3,1,7,84,19,24008,3,2,1,1,2.0,1.0,1,2,3
1,37,2782,6,1,5,4,2,1,2,10,3,0,3,0,2,571,3,4,6,82,13,19905,3,1,1,0,1.0,2.0,2,1,3
1,38,5980,17,1,15,1,3,2,4,2,7,2,12,6,0,240,4,4,4,75,12,26085,2,1,4,0,2.0,2.0,1,1,3
0,34,4381,6,1,6,3,3,1,3,2,5,2,3,1,0,121,2,1,6,86,11,7530,3,3,4,0,1.0,2.0,2,1,3
0,35,2572,3,4,3,1,2,1,2,8,2,1,2,1,1,384,3,0,8,72,16,20317,1,1,4,0,1.0,1.0,2,2,3
